'Ndrangheta 'Ndrangheta NPFSO00
bafanegen bafanejar VMIP3P00
bafaneges bafanejar VMIP2S00
bafanegeu bafanejar VMIP2P00
bafanegeu bafanejar VMSP2P00
bafanegí bafanejar VMIS1S00
bafaneja bafanejar VMIP3S00
bafaneja bafanejar VMM02S00
bafanejà bafanejar VMIS3S00
bafanejada bafanejar VMP00SF0
bafanejades bafanejar VMP00PF0
bafanejant bafanejar VMG00000
bafanejar bafanejar VMN00000
bafanejarà bafanejar VMIF3S00
bafanejaran bafanejar VMIF3P00
bafanejaràs bafanejar VMIF2S00
bafanejaré bafanejar VMIF1S00
bafanejarem bafanejar VMIF1P00
bafanejàrem bafanejar VMIS1P00
bafanejaren bafanejar VMIS3P00
bafanejares bafanejar VMIS2S00
bafanejareu bafanejar VMIF2P00
bafanejàreu bafanejar VMIS2P00
bafanejaria bafanejar VMCC1S00
bafanejaríem bafanejar VMCC1P00
bafanejarien bafanejar VMCC3P00
bafanejaries bafanejar VMCC2S00
bafanejaríeu bafanejar VMCC2P00
bafanejat bafanejar VMP00SM0
bafanejats bafanejar VMP00PM0
bafanejava bafanejar VMII1S00
bafanejàvem bafanejar VMII1P00
bafanejaven bafanejar VMII3P00
bafanejaves bafanejar VMII2S00
bafanejàveu bafanejar VMII2P00
bafaner bafaner AQ0MS0
bafanera bafaner AQ0FS0
bafaneres bafaner AQ0FP0
bafaneria bafaneria NCFS000
bafaneries bafaneria NCFP000
bafaners bafaner AQ0MP0
bafarada bafarada NCFS000
bafarades bafarada NCFP000
bafí bafí NCMS000
bàfia bàfia NCFS000
bàfies bàfia NCFP000
bafins bafí NCMP000
bafor bafor NCFS000
bafors bafor NCFP000
bafs baf NCMP000
Bafta Bafta NPMNO00
baga baga NCFS000
Bagà Bagà NPCNSP0
bagaleu bagaleu NCMS000
bagaleus bagaleu NCMP000
baganès baganès AQ0MS0
baganès baganès NCMS000
baganesa baganès AQ0FS0
baganesa baganès NCFS000
bagant bagant NCMS000
bagants bagant NCMP000
bagarella bagarella NCFS000
bagarelles bagarella NCFP000
bagàs bagàs NCMS000
bagassa bagassa NCFS000
bagassegem bagassejar VMIP1P00
bagassegem bagassejar VMM01P00
bagassegem bagassejar VMSP1P00
bagassegen bagassejar VMIP3P00
bagasseges bagassejar VMIP2S00
bagassegeu bagassejar VMIP2P00
bagassegeu bagassejar VMSP2P00
bagassegí bagassejar VMIS1S00
bagasseja bagassejar VMIP3S00
bagasseja bagassejar VMM02S00
bagassejà bagassejar VMIS3S00
bagassejada bagassejar VMP00SF0
bagassejades bagassejar VMP00PF0
bagassejant bagassejar VMG00000
bagassejar bagassejar VMN00000
bagassejarà bagassejar VMIF3S00
bagassejaran bagassejar VMIF3P00
bagassejaràs bagassejar VMIF2S00
bagassejaré bagassejar VMIF1S00
bagassejarem bagassejar VMIF1P00
bagassejàrem bagassejar VMIS1P00
bagassejaren bagassejar VMIS3P00
bagassejares bagassejar VMIS2S00
bagassejareu bagassejar VMIF2P00
bagassejàreu bagassejar VMIS2P00
bagassejaria bagassejar VMCC1S00
bagassejaríem bagassejar VMCC1P00
bagassejarien bagassejar VMCC3P00
bagassejaries bagassejar VMCC2S00
bagassejaríeu bagassejar VMCC2P00
bagassejat bagassejar VMP00SM0
bagassejats bagassejar VMP00PM0
bagassejava bagassejar VMII1S00
bagassejàvem bagassejar VMII1P00
bagassejaven bagassejar VMII3P00
bagassejaves bagassejar VMII2S00
bagassejàveu bagassejar VMII2P00
bagasser bagasser AQ0MS0
bagassera bagasser AQ0FS0
bagasseres bagasser AQ0FP0
bagasseria bagasseria NCFS000
bagasseries bagasseria NCFP000
bagassers bagasser AQ0MP0
bagasses bagassa NCFP000
bagassos bagàs NCMP000
bagassosis bagassosi NCFP000
bagatel·la bagatel·la NCFS000
bagatel·les bagatel·la NCFP000
bagatge bagatge NCMS000
bagatger bagatger NCMS000
bagatgera bagatger NCFS000
bagatgeres bagatger NCFP000
bagatgers bagatger NCMP000
bagatges bagatge NCMP000
bagauda bagauda NCMS000
bagaudes bagauda NCMP000
Bagdad Bagdad NPCSG00
bagenc bagenc AQ0MS0
bagenc bagenc NCMS000
bagenca bagenc AQ0FS0
bagenca bagenc NCFS000
bagencs bagenc AQ0MP0
bagencs bagenc NCMP000
bagenques bagenc AQ0FP0
bagenques bagenc NCFP000
Bagergue Bagergue NPCSG00
Bages Bages NPCNSP0
Baget Baget NPCNSP0
Bagheria Bagheria NPCSG00
Baghlan Baghlan NPCSG00
Bagnères-de-Bigorre Bagnères-de-Bigorre NPCSG00
Bagnères-de-Luchon Bagnères-de-Luchon NPCSG00
Bagneux Bagneux NPCSG00
Bagnolet Bagnolet NPCSG00
bagol bagol NCMS000
bagola bagolar VMIP3S00
bagola bagolar VMM02S00
bagolà bagolar VMIS3S00
bagolada bagolar VMP00SF0
bagolades bagolar VMP00PF0
bagolant bagolar VMG00000
bagolar bagolar VMN00000
bagolarà bagolar VMIF3S00
bagolaran bagolar VMIF3P00
bagolaràs bagolar VMIF2S00
bagolaré bagolar VMIF1S00
bagolarem bagolar VMIF1P00
bagolàrem bagolar VMIS1P00
bagolaren bagolar VMIS3P00
bagolares bagolar VMIS2S00
bagolareu bagolar VMIF2P00
bagolàreu bagolar VMIS2P00
bagolaria bagolar VMCC1S00
bagolaríem bagolar VMCC1P00
bagolarien bagolar VMCC3P00
bagolaries bagolar VMCC2S00
bagolaríeu bagolar VMCC2P00
bagolat bagolar VMP00SM0
bagolats bagolar VMP00PM0
bagolava bagolar VMII1S00
bagolàvem bagolar VMII1P00
bagolaven bagolar VMII3P00
bagolaves bagolar VMII2S00
bagolàveu bagolar VMII2P00
bagolem bagolar VMIP1P00
bagolem bagolar VMM01P00
bagolem bagolar VMSP1P00
bagolen bagolar VMIP3P00
bagoles bagolar VMIP2S00
bagoleu bagolar VMIP2P00
bagoleu bagolar VMSP2P00
bagolí bagolar VMIS1S00
bagols bagol NCMP000
bagot bagot NCMS000
bagota bagotar VMIP3S00
bagota bagotar VMM02S00
bagotà bagotar VMIS3S00
bagotada bagotar VMP00SF0
bagotades bagotar VMP00PF0
bagotant bagotar VMG00000
bagotar bagotar VMN00000
bagotarà bagotar VMIF3S00
bagotaran bagotar VMIF3P00
bagotaràs bagotar VMIF2S00
bagotaré bagotar VMIF1S00
bagotarem bagotar VMIF1P00
bagotàrem bagotar VMIS1P00
bagotaren bagotar VMIS3P00
bagotares bagotar VMIS2S00
bagotareu bagotar VMIF2P00
bagotàreu bagotar VMIS2P00
bagotaria bagotar VMCC1S00
bagotaríem bagotar VMCC1P00
bagotarien bagotar VMCC3P00
bagotaries bagotar VMCC2S00
bagotaríeu bagotar VMCC2P00
bagotat bagotar VMP00SM0
bagotats bagotar VMP00PM0
bagotava bagotar VMII1S00
bagotàvem bagotar VMII1P00
bagotaven bagotar VMII3P00
bagotaves bagotar VMII2S00
bagotàveu bagotar VMII2P00
bagotem bagotar VMIP1P00
bagotem bagotar VMM01P00
bagotem bagotar VMSP1P00
bagoten bagotar VMIP3P00
bagotes bagotar VMIP2S00
bagoteu bagotar VMIP2P00
bagoteu bagotar VMSP2P00
bagotí bagotar VMIS1S00
bagots bagot NCMP000
bagra bagra NCFS000
Bagram Bagram NPCSG00
bagràtida bagràtida AQ0CS0
bagràtida bagràtida NCCS000
bagràtides bagràtida AQ0CP0
bagràtides bagràtida NCCP000
bagres bagra NCFP000
Bagudà Bagudà NPCNSP0
baguegem baguejar VMIP1P00
baguegem baguejar VMM01P00
baguegem baguejar VMSP1P00
baguegen baguejar VMIP3P00
bagueges baguejar VMIP2S00
baguegeu baguejar VMIP2P00
baguegeu baguejar VMSP2P00
baguegí baguejar VMIS1S00
bagueja baguejar VMIP3S00
bagueja baguejar VMM02S00
baguejà baguejar VMIS3S00
baguejada baguejar VMP00SF0
baguejades baguejar VMP00PF0
baguejant baguejar VMG00000
baguejar baguejar VMN00000
baguejarà baguejar VMIF3S00
baguejaran baguejar VMIF3P00
baguejaràs baguejar VMIF2S00
baguejaré baguejar VMIF1S00
baguejarem baguejar VMIF1P00
baguejàrem baguejar VMIS1P00
baguejaren baguejar VMIS3P00
baguejares baguejar VMIS2S00
baguejareu baguejar VMIF2P00
baguejàreu baguejar VMIS2P00
baguejaria baguejar VMCC1S00
baguejaríem baguejar VMCC1P00
baguejarien baguejar VMCC3P00
baguejaries baguejar VMCC2S00
baguejaríeu baguejar VMCC2P00
baguejat baguejar VMP00SM0
baguejats baguejar VMP00PM0
baguejava baguejar VMII1S00
baguejàvem baguejar VMII1P00
baguejaven baguejar VMII3P00
baguejaves baguejar VMII2S00
baguejàveu baguejar VMII2P00
bagueny bagueny NCMS000
baguenys bagueny NCMP000
baguer baguer NCMS000
baguers baguer NCMP000
bagues baga NCFP000
Baguet Baguet NPCNSP0
baguet baguet NCCS000
bagueta bagueta NCFS000
baguetes bagueta NCFP000
baguets baguet NCCP000
Baguio Baguio NPCSG00
bagul bagul NCMS000
bagulada bagulada NCFS000
bagulades bagulada NCFP000
bagulaire bagulaire NCCS000
bagulaires bagulaire NCCP000
baguler baguler NCMS000
bagulera baguler NCFS000
baguleres baguler NCFP000
bagulers baguler NCMP000
baguls bagul NCMP000
bah bah ZI
bahá'í bahá'í AQ0CN0
bahaisme bahaisme NCMS000
bahaismes bahaisme NCMP000
bahaista bahaista AQ0CS0
bahaista bahaista NCCS000
bahaistes bahaista AQ0CP0
bahaistes bahaista NCCP000
Bahames Bahames NPFPG00
Bahia Bahia NPCSG00
Bahoruco Bahoruco NPCSG00
Bahrain Bahrain NPCNG00
bai bai AQ0MS0
baia bai AQ0FS0
baia baia NCFS000
baia baiar VMIP3S00
baia baiar VMM02S00
baïa baïa NCFS000
baiadera baiadera NCFS000
baiaderes baiadera NCFP000
Baiard Baiard NPMSSP0
baiard baiard NCMS000
baiards baiard NCMP000
Baiasca Baiasca NPCSG00
Baidoa Baidoa NPCSG00
Baies Baies NPCSG00
baies bai AQ0FP0
baies baia NCFP000
baies baiar VMIP2S00
baïes baïa NCFP000
baieta baieta NCFS000
baietes baieta NCFP000
baietó baietó NCMS000
baietons baietó NCMP000
Baikal Baikal NPMSG00
Baikonur Baikonur NPCSG00
Baila Baila NPCNSP0
baila baila NCFS000
Bailèn Bailèn NPCSG00
bailes baila NCFP000
baina baina NCFS000
Bainbridge Bainbridge NPCNSP0
baines baina NCFP000
bainita bainita NCFS000
Baió Baió NPCNSP0
Baiona Baiona NPCSG00
baiona baiona NCFS000
baiones baiona NCFP000
baioneta baioneta NCFS000
baionetada baionetada NCFS000
baionetades baionetada NCFP000
baionetes baioneta NCFP000
bais bai AQ0MP0
baix baix AQ0MS0
baix baix NCMS000
baix baix ZRG
baix-alemany baix-alemany AQ0MS0
baix-empordanès baix-empordanès AQ0MS0
baix-empordanesa baix-empordanès AQ0FS0
baix-empordaneses baix-empordanès AQ0FP0
baix-empordanesos baix-empordanès AQ0MP0
baixa baix AQ0FS0
baixa baixa NCFS000
baixa baixar VMIP3S00
baixa baixar VMM02S00
baixà baixar VMIS3S00
baixà baixà NCMS000
baixada baixada NCFS000
baixada baixar VMP00SF0
baixades baixada NCFP000
baixades baixar VMP00PF0
baixador baixador NCMS000
baixadors baixador NCMP000
baixamar baixamar NCFS000
baixamars baixamar NCFP000
baixament baixament NCMS000
baixament baixament ZRG
baixaments baixament NCMP000
baixanenc baixanenc AQ0MS0
baixanenc baixanenc NCMS000
baixanenca baixanenc AQ0FS0
baixanenca baixanenc NCFS000
baixant baixant NCMS000
baixant baixar VMG00000
baixants baixant NCMP000
baixar baixar VMN00000
baixarà baixar VMIF3S00
baixaran baixar VMIF3P00
baixaràs baixar VMIF2S00
baixaré baixar VMIF1S00
baixarem baixar VMIF1P00
baixàrem baixar VMIS1P00
baixaren baixar VMIS3P00
baixares baixar VMIS2S00
baixareu baixar VMIF2P00
baixàreu baixar VMIS2P00
baixaria baixar VMCC1S00
baixaríem baixar VMCC1P00
baixarien baixar VMCC3P00
baixaries baixar VMCC2S00
baixaríeu baixar VMCC2P00
Baixàs Baixàs NPCNSP0
baixàs baixà NCMP000
baixat baixar VMP00SM0
baixats baixar VMP00PM0
baixava baixar VMII1S00
baixàvem baixar VMII1P00
baixaven baixar VMII3P00
baixaves baixar VMII2S00
baixàveu baixar VMII2P00
baixegem baixejar VMIP1P00
baixegem baixejar VMM01P00
baixegem baixejar VMSP1P00
baixegen baixejar VMIP3P00
baixeges baixejar VMIP2S00
baixegeu baixejar VMIP2P00
baixegeu baixejar VMSP2P00
baixegí baixejar VMIS1S00
baixeja baixejar VMIP3S00
baixeja baixejar VMM02S00
baixejà baixejar VMIS3S00
baixejada baixejar VMP00SF0
baixejades baixejar VMP00PF0
baixejant baixejar VMG00000
baixejar baixejar VMN00000
baixejarà baixejar VMIF3S00
baixejaran baixejar VMIF3P00
baixejaràs baixejar VMIF2S00
baixejaré baixejar VMIF1S00
baixejarem baixejar VMIF1P00
baixejàrem baixejar VMIS1P00
baixejaren baixejar VMIS3P00
baixejares baixejar VMIS2S00
baixejareu baixejar VMIF2P00
baixejàreu baixejar VMIS2P00
baixejaria baixejar VMCC1S00
baixejaríem baixejar VMCC1P00
baixejarien baixejar VMCC3P00
baixejaries baixejar VMCC2S00
baixejaríeu baixejar VMCC2P00
baixejat baixejar VMP00SM0
baixejats baixejar VMP00PM0
baixejava baixejar VMII1S00
baixejàvem baixejar VMII1P00
baixejaven baixejar VMII3P00
baixejaves baixejar VMII2S00
baixejàveu baixejar VMII2P00
baixem baixar VMIP1P00
baixem baixar VMM01P00
baixem baixar VMSP1P00
baixen baixar VMIP3P00
baixes baix AQ0FP0
baixes baixa NCFP000
baixes baixar VMIP2S00
Baixés Baixés NPCNSP0
baixesa baixesa NCFS000
baixeses baixesa NCFP000
baixest baixest NCMS000
baixestos baixest NCMP000
baixests baixest NCMP000
baixets baixet AQAMP0
baixeu baixar VMIP2P00
baixeu baixar VMSP2P00
baixí baixar VMIS1S00
baixista baixista AQ0CS0
baixista baixista NCCS000
baixistes baixista AQ0CP0
baixistes baixista NCCP000
baixkir baixkir AQ0MS0
baixkir baixkir NCMS000
baixkira baixkir AQ0FS0
baixkira baixkir NCFS000
baixkires baixkir AQ0FP0
baixkires baixkir NCFP000
baixkirià baixkirià AQ0MS0
baixkirià baixkirià NCMS000
Baixkíria Baixkíria NPFSG00
baixkirs baixkir AQ0MP0
baixkirs baixkir NCMP000
Baixkortostan Baixkortostan NPCSG00
baixmedieval baixmedieval AQ0CS0
baixnavarrès baixnavarrès AQ0MS0
baixó baixó NCCS000
baixonista baixonista NCCS000
baixons baixó NCCP000
baixos baix AQ0MP0
baixos baix NCMP000
baixura baixura NCFS000
baixures baixura NCFP000
baixúrria baixúrria NCFS000
baixúrries baixúrria NCFP000
bajà bajà AQ0MS0
bajà bajà NCMS000
bajana bajà AQ0FS0
bajana bajà NCFS000
bajanada bajanada NCFS000
bajanades bajanada NCFP000
bajaneria bajaneria NCFS000
bajaneries bajaneria NCFP000
bajanes bajà AQ0FP0
bajanes bajà NCFP000
bajania bajania NCFS000
bajanies bajania NCFP000
bajans bajà AQ0MP0
bajans bajà NCMP000
bajoc bajoc NCMS000
bajoca bajoc NCFS000
bajocada bajocada NCFS000
bajocades bajocada NCFP000
bajocar bajocar NCMS000
bajocars bajocar NCMP000
bajocià bajocià AQ0MS0
bajocià bajocià NCMS000
bajocó bajocó NCMS000
bajocons bajocó NCMP000
bajocs bajoc NCMP000
bajoquera bajoquera NCFS000
bajoqueres bajoquera NCFP000
bajoques bajoc NCFP000
bajoqueta bajoqueta NCFS000
bajoquetes bajoqueta NCFP000
Bakhmut Bakhmut NPCSG00
Bakú Bakú NPCSG00
Bakunin Bakunin NPCNSP0
bakuninisme bakuninisme NCMS000
bakuninistes bakuninista AQ0CP0
bala bala NCFS000
Balaam Balaam NPMSSP0
Balada Balada NPCSG00
balada balada NCFS000
balades balada NCFP000
baladrar baladrar NCMS000
baladrars baladrar NCMP000
baladre baladre NCMS000
baladregem baladrejar VMIP1P00
baladregem baladrejar VMM01P00
baladregem baladrejar VMSP1P00
baladregen baladrejar VMIP3P00
baladreges baladrejar VMIP2S00
baladregeu baladrejar VMIP2P00
baladregeu baladrejar VMSP2P00
baladregí baladrejar VMIS1S00
baladreig baladreig NCMS000
baladreigs baladreig NCMP000
baladreja baladrejar VMIP3S00
baladreja baladrejar VMM02S00
baladrejà baladrejar VMIS3S00
baladrejada baladrejar VMP00SF0
baladrejades baladrejar VMP00PF0
baladrejant baladrejar VMG00000
baladrejar baladrejar VMN00000
baladrejarà baladrejar VMIF3S00
baladrejaran baladrejar VMIF3P00
baladrejaràs baladrejar VMIF2S00
baladrejaré baladrejar VMIF1S00
baladrejarem baladrejar VMIF1P00
baladrejàrem baladrejar VMIS1P00
baladrejaren baladrejar VMIS3P00
baladrejares baladrejar VMIS2S00
baladrejareu baladrejar VMIF2P00
baladrejàreu baladrejar VMIS2P00
baladrejaria baladrejar VMCC1S00
baladrejaríem baladrejar VMCC1P00
baladrejarien baladrejar VMCC3P00
baladrejaries baladrejar VMCC2S00
baladrejaríeu baladrejar VMCC2P00
baladrejat baladrejar VMP00SM0
baladrejats baladrejar VMP00PM0
baladrejava baladrejar VMII1S00
baladrejàvem baladrejar VMII1P00
baladrejaven baladrejar VMII3P00
baladrejaves baladrejar VMII2S00
baladrejàveu baladrejar VMII2P00
baladrejos baladreig NCMP000
baladrer baladrer AQ0MS0
baladrer baladrer NCMS000
baladrera baladrer AQ0FS0
baladrera baladrer NCFS000
baladreres baladrer AQ0FP0
baladreres baladrer NCFP000
baladrers baladrer AQ0MP0
baladrers baladrer NCMP000
baladres baladre NCMP000
balafia balafiar VMIP3S00
balafia balafiar VMM02S00
balafià balafiar VMIS3S00
Balàfia Balàfia NPCSG00
balafiada balafiar VMP00SF0
balafiades balafiar VMP00PF0
balafiador balafiador NCMS000
balafiadora balafiador NCFS000
balafiadores balafiador NCFP000
balafiadors balafiador NCMP000
balafiament balafiament NCMS000
balafiaments balafiament NCMP000
balafiant balafiar VMG00000
balafiar balafiar VMN00000
balafiarà balafiar VMIF3S00
balafiaran balafiar VMIF3P00
balafiaràs balafiar VMIF2S00
balafiaré balafiar VMIF1S00
balafiarem balafiar VMIF1P00
balafiàrem balafiar VMIS1P00
balafiaren balafiar VMIS3P00
balafiares balafiar VMIS2S00
balafiareu balafiar VMIF2P00
balafiàreu balafiar VMIS2P00
balafiaria balafiar VMCC1S00
balafiaríem balafiar VMCC1P00
balafiarien balafiar VMCC3P00
balafiaries balafiar VMCC2S00
balafiaríeu balafiar VMCC2P00
balafiat balafiar VMP00SM0
balafiats balafiar VMP00PM0
balafiava balafiar VMII1S00
balafiàvem balafiar VMII1P00
balafiaven balafiar VMII3P00
balafiaves balafiar VMII2S00
balafiàveu balafiar VMII2P00
balafiem balafiar VMIP1P00
balafiem balafiar VMM01P00
balafiem balafiar VMSP1P00
balafien balafiar VMIP3P00
balafies balafiar VMIP2S00
balafieu balafiar VMIP2P00
balafieu balafiar VMSP2P00
balafií balafiar VMIS1S00
balafiu balafiu NCMS000
balafius balafiu NCMP000
Balaguer Balaguer NPCNSP0
balaguerí balaguerí AQ0MS0
balaguerí balaguerí NCMS000
balaguerina balaguerina NCFS000
balaguerina balaguerí AQ0FS0
balaguerines balaguerina NCFP000
balaguerines balaguerí AQ0FP0
balaguerins balaguerí AQ0MP0
balaguerins balaguerí NCMP000
balaix balaix NCMS000
balaixos balaix NCMP000
Balàkirev Balàkirev NPCNSP0
Balakovo Balakovo NPCSG00
balalaica balalaica NCFS000
balalaiques balalaica NCFP000
bàlan bàlan NCMS000
balanç balanç NCMS000
Balança Balança NPFSG00
balança balança NCFS000
balança balançar VMIP3S00
balança balançar VMM02S00
balançà balançar VMIS3S00
balançada balançada NCFS000
balançada balançar VMP00SF0
balançades balançada NCFP000
balançades balançar VMP00PF0
balançant balançar VMG00000
balançar balançar VMN00000
balançarà balançar VMIF3S00
balançaran balançar VMIF3P00
balançaràs balançar VMIF2S00
balançaré balançar VMIF1S00
balançarem balançar VMIF1P00
balançàrem balançar VMIS1P00
balançaren balançar VMIS3P00
balançares balançar VMIS2S00
balançareu balançar VMIF2P00
balançàreu balançar VMIS2P00
balançaria balançar VMCC1S00
balançaríem balançar VMCC1P00
balançarien balançar VMCC3P00
balançaries balançar VMCC2S00
balançaríeu balançar VMCC2P00
balançat balançar VMP00SM0
balançats balançar VMP00PM0
balançava balançar VMII1S00
balançàvem balançar VMII1P00
balançaven balançar VMII3P00
balançaves balançar VMII2S00
balançàveu balançar VMII2P00
balancé balancé NCMS000
balancegem balancejar VMIP1P00
balancegem balancejar VMM01P00
balancegem balancejar VMSP1P00
balancegen balancejar VMIP3P00
balanceges balancejar VMIP2S00
balancegeu balancejar VMIP2P00
balancegeu balancejar VMSP2P00
balancegí balancejar VMIS1S00
balanceig balanceig NCMS000
balanceigs balanceig NCMP000
balanceja balancejar VMIP3S00
balanceja balancejar VMM02S00
balancejà balancejar VMIS3S00
balancejada balancejar VMP00SF0
balancejades balancejar VMP00PF0
balancejant balancejar VMG00000
balancejar balancejar VMN00000
balancejarà balancejar VMIF3S00
balancejaran balancejar VMIF3P00
balancejaràs balancejar VMIF2S00
balancejaré balancejar VMIF1S00
balancejarem balancejar VMIF1P00
balancejàrem balancejar VMIS1P00
balancejaren balancejar VMIS3P00
balancejares balancejar VMIS2S00
balancejareu balancejar VMIF2P00
balancejàreu balancejar VMIS2P00
balancejaria balancejar VMCC1S00
balancejaríem balancejar VMCC1P00
balancejarien balancejar VMCC3P00
balancejaries balancejar VMCC2S00
balancejaríeu balancejar VMCC2P00
balancejat balancejar VMP00SM0
balancejats balancejar VMP00PM0
balancejava balancejar VMII1S00
balancejàvem balancejar VMII1P00
balancejaven balancejar VMII3P00
balancejaves balancejar VMII2S00
balancejàveu balancejar VMII2P00
balancejos balanceig NCMP000
balancel·la balancel·la NCFS000
balancel·les balancel·la NCFP000
balancem balançar VMIP1P00
balancem balançar VMM01P00
balancem balançar VMSP1P00
balancen balançar VMIP3P00
balancer balancer NCMS000
balancera balancer NCFS000
balanceres balancer NCFP000
balancers balancer NCMP000
balances balança NCFP000
balances balançar VMIP2S00
balancés balancé NCMP000
balanceu balançar VMIP2P00
balanceu balançar VMSP2P00
balancí balancí NCMS000
balancí balançar VMIS1S00
balancímetre balancímetre NCMS000
balancímetres balancímetre NCMP000
balancins balancí NCMP000
balançó balançó NCMS000
balançons balançó NCMP000
balanços balanç NCMP000
balandra balandra NCFS000
balandram balandram NCMS000
balandrams balandram NCMP000
balandre balandre NCMS000
balandregem balandrejar VMIP1P00
balandregem balandrejar VMM01P00
balandregem balandrejar VMSP1P00
balandregen balandrejar VMIP3P00
balandreges balandrejar VMIP2S00
balandregeu balandrejar VMIP2P00
balandregeu balandrejar VMSP2P00
balandregí balandrejar VMIS1S00
balandreig balandreig NCMS000
balandreigs balandreig NCMP000
balandreja balandrejar VMIP3S00
balandreja balandrejar VMM02S00
balandrejà balandrejar VMIS3S00
